ProfileID_i,_id,daytype,hour,kw_mean,kw_std,month,total_hours_sum,valid_hours,valid_obs_ratio
1002394,1,Weekday,0,0.12868519444444443,,1,1,1,1.0
1002394,2,Weekday,1,0.12030894861111112,,1,1,1,1.0
1002394,3,Weekday,2,0.11580361111111111,,1,1,1,1.0
1002394,4,Weekday,3,0.1155888,,1,1,1,1.0
1002394,5,Weekday,4,0.1212662125,,1,1,1,1.0
1002394,6,Weekday,5,0.42476675763888894,,1,1,1,1.0
1002394,7,Weekday,6,0.5435613166666667,,1,1,1,1.0
1002394,8,Weekday,7,0.4803789333333334,,1,1,1,1.0
1002394,9,Weekday,8,0.4287803055555556,,1,1,1,1.0
1002394,10,Weekday,9,0.6327795421487604,,1,1,1,1.0
1002394,11,Weekday,10,1.3146322312500003,,1,1,1,1.0
1002394,12,Weekday,11,0.14551333333333333,,1,1,1,1.0
1002394,13,Weekday,12,0.14928643333333336,,1,1,1,1.0
1002394,14,Weekday,13,0.36071443333333336,,1,1,1,1.0
1002394,15,Weekday,14,0.9223494041666666,,1,1,1,1.0
1002394,16,Weekday,15,0.8634466805555558,,1,1,1,1.0
1002394,17,Weekday,16,0.5397278541666668,,1,1,1,1.0
1002394,18,Weekday,17,0.4914751562500001,,1,1,1,1.0
1002394,19,Weekday,18,2.0236291597222222,,1,1,1,1.0
1002394,20,Weekday,19,1.0426200444444447,,1,1,1,1.0
1002394,21,Weekday,20,0.5244459416666667,,1,1,1,1.0
1002394,22,Weekday,21,0.5417431791666668,,1,1,1,1.0
1002394,23,Weekday,22,0.39045827986111126,,1,1,1,1.0
1002394,24,Weekday,23,0.14460890277777783,,1,1,1,1.0
1002394,25,Saturday,17,0.16975046400000002,,1,1,1,1.0
1002394,26,Saturday,18,0.3825914618055556,,1,1,1,1.0
1002394,27,Saturday,19,1.0154158333333332,,1,1,1,1.0
1002394,28,Saturday,20,2.2227787027777777,,1,1,1,1.0
1002394,29,Saturday,21,0.5837832583333333,,1,1,1,1.0
1002394,30,Saturday,22,0.5153557673611109,,1,1,1,1.0
1002394,31,Saturday,23,0.14824348750000002,,1,1,1,1.0
1002394,32,Sunday,0,0.1209688888888889,,1,1,1,1.0
1002394,33,Sunday,1,0.14575374375000003,,1,1,1,1.0
1002394,34,Sunday,2,0.16994444444444445,,1,1,1,1.0
1002394,35,Sunday,3,0.1450788972222222,,1,1,1,1.0
1002394,36,Sunday,4,0.12507769305555555,,1,1,1,1.0
1002394,37,Sunday,5,0.12621253333333335,,1,1,1,1.0
1002394,38,Sunday,6,0.5379450833333334,,1,1,1,1.0
1002394,39,Sunday,7,0.7436390812500001,,1,1,1,1.0
1002394,40,Sunday,8,0.9709593590277775,,1,1,1,1.0
1002394,41,Sunday,9,0.8658051208333332,,1,1,1,1.0
1002394,42,Sunday,10,0.552305951388889,,1,1,1,1.0
1002394,43,Sunday,11,0.39986500555555565,,1,1,1,1.0
1002394,44,Sunday,12,0.58299171875,,1,1,1,1.0
1002394,45,Sunday,13,0.1943937166666667,,1,1,1,1.0
1002394,46,Sunday,14,0.6341603888888889,,1,1,1,1.0
1002394,47,Sunday,15,0.16790058333333338,,1,1,1,1.0
1002394,48,Sunday,16,0.3504538194444444,,1,1,1,1.0
1002394,49,Sunday,17,0.8913277041666666,,1,1,1,1.0
1002394,50,Sunday,18,2.4188487272727275,,1,1,1,1.0
1002394,51,Sunday,19,1.58447575,,1,1,1,1.0
