ProfileID_i,_id,daytype,hour,kw_mean,kw_std,month,total_hours_sum,valid_hours,valid_obs_ratio
8235,1,Weekday,0,0.00708675469036687,0.009295775235079417,1,23,21,0.9130434782608695
8235,2,Weekday,1,0.0050266245075210984,0.0012560560689505995,1,23,21,0.9130434782608695
8235,3,Weekday,2,0.005059081878306878,0.0013288559140106925,1,23,21,0.9130434782608695
8235,4,Weekday,3,0.005108609126984126,0.0015626021920932811,1,23,21,0.9130434782608695
8235,5,Weekday,4,0.004977856779100529,0.0012728790782866636,1,23,21,0.9130434782608695
8235,6,Weekday,5,0.03641698425925926,0.11122283751334436,1,23,21,0.9130434782608695
8235,7,Weekday,6,0.09386467294973545,0.22114570342438983,1,23,21,0.9130434782608695
8235,8,Weekday,7,0.13777906673280432,0.39183434856877886,1,23,21,0.9130434782608695
8235,9,Weekday,8,0.028906065211640214,0.08382912248126786,1,23,21,0.9130434782608695
8235,10,Weekday,9,0.01103807654100529,0.01914671062884062,1,23,21,0.9130434782608695
8235,11,Weekday,10,0.011954033428030302,0.018725580904279705,1,23,22,0.9565217391304348
8235,12,Weekday,11,0.12992469933242548,0.24960486905474064,1,23,22,0.9565217391304348
8235,13,Weekday,12,0.2012709102337945,0.4170181372061052,1,23,22,0.9565217391304348
8235,14,Weekday,13,0.19937092588383842,0.3888990062144219,1,23,22,0.9565217391304348
8235,15,Weekday,14,0.10133712165404037,0.3271629991066283,1,23,22,0.9565217391304348
8235,16,Weekday,15,0.05308605315656565,0.15885375190565473,1,23,22,0.9565217391304348
8235,17,Weekday,16,0.10383851464509816,0.2860219984828215,1,23,21,0.9130434782608695
8235,18,Weekday,17,0.1255197763558201,0.32233036158970213,1,23,21,0.9130434782608695
8235,19,Weekday,18,0.1604648364748677,0.334461147888387,1,23,21,0.9130434782608695
8235,20,Weekday,19,0.22872803283730164,0.3193701938669112,1,23,21,0.9130434782608695
8235,21,Weekday,20,0.1385283080357143,0.10362672869085737,1,23,21,0.9130434782608695
8235,22,Weekday,21,0.0413131947420635,0.06937009393939461,1,23,21,0.9130434782608695
8235,23,Weekday,22,0.019100083303938857,0.04514892932117157,1,23,21,0.9130434782608695
8235,24,Weekday,23,0.006982077033333332,0.00783062354291286,1,23,20,0.8695652173913043
8235,25,Saturday,0,0.004720839583333332,0.000009378003685487624,1,4,2,0.5
8235,26,Saturday,1,0.004806578467498109,0.00017833476874718187,1,4,3,0.75
8235,27,Saturday,2,0.004797886805555555,0.0002878756472855211,1,4,3,0.75
8235,28,Saturday,3,0.004777208101851852,0.0002488812262356022,1,4,3,0.75
8235,29,Saturday,4,0.004820856249999999,0.00023169961637536552,1,4,3,0.75
8235,30,Saturday,5,0.004494164583333332,0.0002262900037734194,1,4,3,0.75
8235,31,Saturday,6,0.004545549919690098,0.000369940013045491,1,4,3,0.75
8235,32,Saturday,7,0.004269475925925925,0.0003380734766697504,1,4,3,0.75
8235,33,Saturday,8,0.0068226335648148145,0.004521193550753174,1,4,3,0.75
8235,34,Saturday,9,0.4809112613425927,0.8239057921246731,1,4,3,0.75
8235,35,Saturday,10,0.007821432175925926,0.004702959200801054,1,4,3,0.75
8235,36,Saturday,11,0.0154884,0.01812155839034188,1,4,3,0.75
8235,37,Saturday,12,0.01633468078703704,0.02038749186756387,1,4,3,0.75
8235,38,Saturday,13,0.01626721805555556,0.020497948642035187,1,4,3,0.75
8235,39,Saturday,14,0.016452452314814816,0.020916177857215425,1,4,3,0.75
8235,40,Saturday,15,0.12981664699074077,0.2170578344336515,1,4,3,0.75
8235,41,Saturday,16,0.004980953982426303,0.0009288237873521182,1,4,4,1.0
8235,42,Saturday,17,0.008619966493055554,0.00715631688960078,1,4,4,1.0
8235,43,Saturday,18,0.2824271850694444,0.49518849941769205,1,4,4,1.0
8235,44,Saturday,19,0.4539886289930554,0.44861621047696537,1,4,4,1.0
8235,45,Saturday,20,0.17791652777777778,0.2333470129701467,1,4,4,1.0
8235,46,Saturday,21,0.05509132048611111,0.10099115417903669,1,4,4,1.0
8235,47,Saturday,22,0.0047302501520890715,0.00023893213478758552,1,4,4,1.0
8235,48,Saturday,23,0.004818975611225895,0.00024113410033298568,1,4,4,1.0
8235,49,Sunday,0,0.004807943402777777,0.0003005272080589803,1,4,4,1.0
8235,50,Sunday,1,0.08025938819444443,0.15060787063234568,1,4,4,1.0
8235,51,Sunday,2,0.004894045486111111,0.00024033235326363734,1,4,4,1.0
8235,52,Sunday,3,0.004910645486111111,0.0002503109158861956,1,4,4,1.0
8235,53,Sunday,4,0.11204632569444445,0.21430212942098417,1,4,4,1.0
8235,54,Sunday,5,0.26057322048611103,0.5115674610752653,1,4,4,1.0
8235,55,Sunday,6,0.10623402708333333,0.20275656068050726,1,4,4,1.0
8235,56,Sunday,7,0.026272737847222224,0.04151988459748045,1,4,4,1.0
8235,57,Sunday,8,0.018637148611111112,0.01755973823705571,1,4,4,1.0
8235,58,Sunday,9,0.044694712847222234,0.08053639681578316,1,4,4,1.0
8235,59,Sunday,10,0.10819995052083332,0.20730178400088559,1,4,4,1.0
8235,60,Sunday,11,0.18832830989583338,0.36365595172072795,1,4,4,1.0
8235,61,Sunday,12,0.013380268402777777,0.01750743155334518,1,4,4,1.0
8235,62,Sunday,13,0.01053901296296296,0.010628508604636745,1,4,3,0.75
8235,63,Sunday,14,0.004657805993648606,0.000223116913376247,1,4,3,0.75
8235,64,Sunday,15,0.008763888705234158,0.007478351231980144,1,4,3,0.75
8235,65,Sunday,16,0.01971337453703704,0.012958858968125864,1,4,3,0.75
8235,66,Sunday,17,0.016707926620370368,0.020829116105462356,1,4,3,0.75
8255,12006,Sunday,5,0.21100583333333334,,7,1,1,1.0
8235,67,Sunday,18,0.010264636111111105,0.009965606911811585,1,4,3,0.75
8235,68,Sunday,19,0.5096001557870371,0.6710563339638288,1,4,3,0.75
8235,69,Sunday,20,0.3551292002314816,0.19081885904734633,1,4,3,0.75
8235,70,Sunday,21,0.06884577939814814,0.02471067919218903,1,4,3,0.75
8235,71,Sunday,22,0.004794102083333332,0.0000890939082072889,1,4,3,0.75
8235,72,Sunday,23,0.004862684955616773,0.00011787765379254241,1,4,3,0.75
8235,73,Weekday,0,0.017892953921568623,0.043397333442284795,2,20,17,0.85
8235,74,Weekday,1,0.017792613562091504,0.04326003540896673,2,20,17,0.85
8235,75,Weekday,2,0.018024028119091987,0.04308540106087346,2,20,17,0.85
8235,76,Weekday,3,0.018188038888888893,0.040386054933406274,2,20,17,0.85
8235,77,Weekday,4,0.010331406086601307,0.012259475862086415,2,20,17,0.85
8235,78,Weekday,5,0.010169575408496731,0.012060104364483711,2,20,17,0.85
8235,79,Weekday,6,0.18438570383986927,0.3438548689778172,2,20,17,0.85
8235,80,Weekday,7,0.3329412770833334,0.49059584430869085,2,20,17,0.85
8235,81,Weekday,8,0.19363111062091504,0.3534521134636152,2,20,17,0.85
8235,82,Weekday,9,0.1512642393382353,0.3599291698679456,2,20,17,0.85
8235,83,Weekday,10,0.044529005718954254,0.09595410988074086,2,20,17,0.85
8235,84,Weekday,11,0.029124586274509805,0.053770604228605696,2,20,17,0.85
8235,85,Weekday,12,0.03438795433580457,0.08127359266726272,2,20,17,0.85
8235,86,Weekday,13,0.05904253594771243,0.17046282485574887,2,20,17,0.85
8235,87,Weekday,14,0.09522197475490196,0.23656234186303632,2,20,17,0.85
8235,88,Weekday,15,0.09749021196895423,0.23964987512987748,2,20,17,0.85
8235,89,Weekday,16,0.08337534407679738,0.16629741386312077,2,20,17,0.85
8235,90,Weekday,17,0.17709485959967325,0.3053100933455646,2,20,17,0.85
8235,91,Weekday,18,0.2614460412990196,0.42473755636633487,2,20,17,0.85
8235,92,Weekday,19,0.28591038710937494,0.3144823854796967,2,20,16,0.8
8235,93,Weekday,20,0.14422207313368057,0.09585877299624089,2,20,16,0.8
8235,94,Weekday,21,0.04977444240196077,0.061929613771184326,2,20,17,0.85
8235,95,Weekday,22,0.022687921895424835,0.047326712385409066,2,20,17,0.85
8235,96,Weekday,23,0.022925212091503264,0.04737632612891756,2,20,17,0.85
8235,97,Saturday,0,0.027363870833333328,0.04470998288520899,2,4,4,1.0
8235,98,Saturday,1,0.027481673611111108,0.04505343680001809,2,4,4,1.0
8235,99,Saturday,2,0.027694450347222226,0.04523553083401061,2,4,4,1.0
