ProfileID_i,_id,daytype,hour,kva_mean,kva_std,kw_mean,kw_std,month,total_hours_sum,valid_hours,valid_obs_ratio
12005320,1,Weekday,0,0.6324999976565997,0.18975953810719243,0.37209770574780376,0.12040268276023067,1,29,29,1.0
12005320,2,Weekday,1,0.6219827558781053,0.18078277819720662,0.3641092008108209,0.11605236236507296,1,29,29,1.0
12005320,3,Weekday,2,0.6232471230022353,0.1822333552748221,0.36396552233731955,0.11587949623643634,1,29,29,1.0
12005320,4,Weekday,3,0.6760185210711185,0.21804913509621257,0.42919753605706823,0.18177330094031677,1,28,27,0.9642857142857143
12005320,5,Weekday,4,0.9446296371795513,0.43654091812393575,0.7452777855926089,0.48518589235550114,1,28,27,0.9642857142857143
12005320,6,Weekday,5,1.4071130937497531,0.42364000703265525,1.2463392916335059,0.46672410842163964,1,28,28,1.0
12005320,7,Weekday,6,1.3220833444169588,0.3518364215068132,1.1694345258043282,0.38891885567227064,1,28,28,1.0
12005320,8,Weekday,7,1.0922222231858454,0.34825684812949853,0.9080555529071717,0.3714844828309246,1,28,28,1.0
12005320,9,Weekday,8,1.094228394743469,0.3132139619444061,0.8971296361889001,0.3468410090840368,1,28,27,0.9642857142857143
12005320,10,Weekday,9,1.0686011953013284,0.3179399425717002,0.8588095256127417,0.336918411150875,1,28,28,1.0
12005320,11,Weekday,10,0.9980654836233173,0.33845099387976724,0.7700595273636281,0.36842172846534404,1,28,28,1.0
12005320,12,Weekday,11,0.9150297721581799,0.29181526348592385,0.6770535729426358,0.32578675397525997,1,28,28,1.0
12005320,13,Weekday,12,0.8713095329169717,0.2575296553426212,0.6254166677993324,0.2760481749045526,1,28,28,1.0
12005320,14,Weekday,13,0.9313988112179297,0.3380052284282746,0.679583336093596,0.3535901623316173,1,28,28,1.0
12005320,15,Weekday,14,0.9737797664212329,0.31852560539984603,0.7360416709312371,0.35440138711546726,1,28,28,1.0
12005320,16,Weekday,15,0.9200000022413276,0.20055593607191782,0.684196429144192,0.21049452594986046,1,28,28,1.0
12005320,17,Weekday,16,1.0503571451242482,0.28560368793463853,0.8363095249182412,0.31402426042616877,1,28,28,1.0
12005320,18,Weekday,17,1.261428574765367,0.32194799082402664,1.0913690490249013,0.37305781466319277,1,28,28,1.0
12005320,19,Weekday,18,1.3072619060320514,0.3667449311420514,1.1477678583801858,0.40821547404606434,1,28,28,1.0
12005320,20,Weekday,19,1.4223214385232754,0.31484272671936153,1.284077385706561,0.35108381708940145,1,28,28,1.0
12005320,21,Weekday,20,1.1994642840166176,0.2610268978908696,1.0494642865711026,0.26967917956434023,1,28,28,1.0
12005320,22,Weekday,21,1.0356250046087163,0.3444656264590515,0.8719642878110919,0.34583808137901767,1,28,28,1.0
12005320,23,Weekday,22,0.7569642917120031,0.19758654687084592,0.5244642881942647,0.17151801015012508,1,28,28,1.0
12005320,24,Weekday,23,0.6722916695954544,0.13147071782013361,0.4102976224385202,0.09228138579666784,1,28,28,1.0
12005320,25,Saturday,0,0.6856666631996632,0.13054293006630066,0.40733333826065066,0.07352578915448191,1,5,5,1.0
12005328,1739,Weekday,10,0.0,0.0,0.0,0.0,1,28,0,0.0
12005320,26,Saturday,1,0.638333335518837,0.13705610815687957,0.3673333376646042,0.06973760113624615,1,5,5,1.0
12005320,27,Saturday,2,0.6288333341479302,0.16117903785073026,0.3671666715294123,0.0728859462477211,1,5,5,1.0
12005320,28,Saturday,3,0.8141666721552611,0.22339240747250208,0.5539999980479479,0.2156606385619112,1,5,5,1.0
12005320,29,Saturday,4,1.0694999989122151,0.43931946553667467,0.8901666697114706,0.49651402372778813,1,5,5,1.0
12005320,30,Saturday,5,0.8555000029504299,0.21448306737111955,0.6258333414793015,0.24237253456309724,1,5,5,1.0
12005320,31,Saturday,6,0.9010000053793192,0.26366105864545114,0.7096666675060987,0.26736730186165686,1,5,5,1.0
12005320,32,Saturday,7,1.0235000029206276,0.34986179118193866,0.824499998614192,0.35313211168144115,1,5,5,1.0
12005320,33,Saturday,8,1.2500000044703483,0.4147982976733551,1.0616666704416275,0.45488971957659163,1,5,5,1.0
12005320,34,Saturday,9,1.168666661530733,0.3380369152861083,0.9718333385884762,0.37178408447109945,1,5,5,1.0
12005320,35,Saturday,10,1.050833336263895,0.22889303019753565,0.8318333305418492,0.2432008748566438,1,5,5,1.0
12005320,36,Saturday,11,1.120166677981615,0.23667064304942903,0.9071666598320007,0.2594924294536668,1,5,5,1.0
12005320,37,Saturday,12,0.9045000024139881,0.23345353246061734,0.6593333303928375,0.28909064652284316,1,5,5,1.0
12005320,38,Saturday,13,0.9811666734516621,0.2249433745096188,0.7464999936521053,0.29646141533521975,1,5,5,1.0
12005320,39,Saturday,14,1.0153333373367786,0.23651373830087494,0.7768333338201046,0.2909702321655309,1,5,5,1.0
12005320,40,Saturday,15,1.0733333326876164,0.26801933209341255,0.8536666803061962,0.31556970406969354,1,5,5,1.0
12005320,41,Saturday,16,1.1923333324491978,0.24329080404217004,0.9969999954104424,0.2708542313578211,1,5,5,1.0
12005320,42,Saturday,17,1.322833316028118,0.6144098860039445,1.1526666775345802,0.6737342694441552,1,5,5,1.0
12005320,43,Saturday,18,1.353333333134651,0.16217703745996342,1.1948333345353603,0.15868973399291075,1,5,5,1.0
12005320,44,Saturday,19,1.7754999965429306,0.6020752915269367,1.6746666766703129,0.6250851693200054,1,5,5,1.0
12005320,45,Saturday,20,1.3390000090003014,0.4548303299982268,1.2175000041723252,0.47952234685112427,1,5,5,1.0
12005320,46,Saturday,21,1.0323333337903022,0.32102936691976086,0.8715000085532665,0.3338441058324395,1,5,5,1.0
12005320,47,Saturday,22,0.7980000093579293,0.18981954266483556,0.5985000051558018,0.18688733890653741,1,5,5,1.0
12005320,48,Saturday,23,0.7020000055432319,0.1717896029035656,0.47316666729748247,0.13433787912294604,1,5,5,1.0
12005320,49,Sunday,0,0.6934722221146027,0.14172197078547485,0.4584722202271223,0.12505489076875603,1,6,6,1.0
12005320,50,Sunday,1,0.66194445018967,0.13180866206933395,0.415277777860562,0.08311916426772122,1,6,6,1.0
12005320,51,Sunday,2,0.6383333389336864,0.13262626393847282,0.3869444476440549,0.08423621528044722,1,6,6,1.0
12005320,52,Sunday,3,0.6333333390454451,0.13237364045476108,0.38277778153618175,0.08287484780745949,1,6,6,1.0
12005320,53,Sunday,4,0.6147222282985846,0.15235072609350003,0.3701388919726014,0.08801106964877634,1,6,6,1.0
12005320,54,Sunday,5,0.6986111200725039,0.16136455113336717,0.45916667580604553,0.13702493597805512,1,6,6,1.0
12005320,55,Sunday,6,1.5262499960760276,0.39237692574089134,1.384027780033648,0.42107250920440503,1,6,6,1.0
12005320,56,Sunday,7,1.7788889023164909,0.4354131887849784,1.6562500049670537,0.45140914390822984,1,6,6,1.0
12005320,57,Sunday,8,1.427222216501832,0.4814678445399618,1.2686111275106668,0.5262766785154039,1,6,6,1.0
12005320,58,Sunday,9,1.656805569306016,0.34388443335272767,1.544305546830098,0.34134270550643225,1,6,6,1.0
12005320,59,Sunday,10,1.707638884584109,0.6336256780282816,1.6108333480854828,0.6546220361814773,1,6,6,1.0
12005320,60,Sunday,11,1.0519444439560175,0.1963094644322078,0.8616666654124856,0.24287799518729086,1,6,6,1.0
12005320,61,Sunday,12,1.0622222231080134,0.20490085917196313,0.872916679829359,0.24091132680098132,1,6,6,1.0
12005320,62,Sunday,13,1.269861106450359,0.4750550941899448,1.1113888937979937,0.516464660633877,1,6,6,1.0
12005320,63,Sunday,14,1.1108333319425583,0.33172279083167505,0.9155555566151937,0.35526267803920564,1,6,6,1.0
12005320,64,Sunday,15,1.074027790998419,0.491121308496934,0.8613888925562302,0.5373235272922146,1,6,6,1.0
12005320,65,Sunday,16,1.0023611051340897,0.27311750788189426,0.7695833370089531,0.2899318601299711,1,6,6,1.0
12005320,66,Sunday,17,0.8920833251128594,0.2825099519339585,0.648888890321056,0.26954728423688995,1,6,6,1.0
12005320,67,Sunday,18,0.9669444424410661,0.1442949062640839,0.7308333305021127,0.11327817156909546,1,6,6,1.0
12005320,68,Sunday,19,1.1909974702267032,0.20833177038715003,1.0335858577693051,0.26801901844168746,1,6,6,1.0
12005320,69,Sunday,20,1.0219444477309783,0.1430235604309205,0.8858333354194959,0.128580928555813,1,6,6,1.0
12005320,70,Sunday,21,0.9131944465140501,0.2518417732746192,0.724861110560596,0.26422917751529407,1,6,6,1.0
12005320,71,Sunday,22,0.6489444471895695,0.19351160066954712,0.4221388908103108,0.15561474460609906,1,6,6,1.0
12005320,72,Sunday,23,0.626999992877245,0.13739717688199152,0.37316666878759863,0.10779094439421014,1,6,5,0.8333333333333334
12005320,73,Weekday,0,0.5263095258602074,0.05179390746878073,0.3453968313212196,0.03318468763845607,2,21,21,1.0
12005320,74,Weekday,1,0.5170634927316791,0.047054647971470645,0.3363888947559254,0.0354782134545962,2,21,21,1.0
12005320,75,Weekday,2,0.5101190487011558,0.03786239961101964,0.3315079441914956,0.03535300176018869,2,21,21,1.0
12005320,76,Weekday,3,0.6407142886448474,0.25181167636663127,0.4704365179031378,0.27232826690815354,2,21,21,1.0
12005320,77,Weekday,4,0.7918650854733729,0.35689050120322074,0.657063501221793,0.38922096450415317,2,21,21,1.0
12005320,78,Weekday,5,1.5172222208763873,0.5803409118028314,1.4290476266649508,0.6100054844432327,2,21,21,1.0
12005320,79,Weekday,6,1.1785317488192093,0.38210727540192574,1.0748412728841816,0.3919253251999264,2,21,21,1.0
12005320,80,Weekday,7,0.974722219897168,0.25514733243096116,0.8520238102369365,0.2870762090751965,2,21,21,1.0
12005320,81,Weekday,8,0.9604365084142912,0.2903562932073278,0.8302380934002853,0.3175431032501391,2,21,21,1.0
12005320,82,Weekday,9,0.7814285740078915,0.2712519959841789,0.6293253946517195,0.295372486600066,2,21,21,1.0
12005320,83,Weekday,10,0.6966269873082638,0.28736234378255265,0.5378174571586507,0.3170407261170743,2,21,21,1.0
12005320,84,Weekday,11,0.6213095287481943,0.2411665285463612,0.4502380925807215,0.2615946148550203,2,21,21,1.0
12005320,85,Weekday,12,0.678015876029219,0.29585791816505297,0.5163095238662901,0.31652908919411976,2,21,21,1.0
12005320,86,Weekday,13,0.7642424345597043,0.31417816024774226,0.610310241531629,0.34543330187025223,2,21,21,1.0
12005320,87,Weekday,14,0.7707142895531087,0.22376004843743477,0.6173809489146584,0.2537251950638858,2,21,21,1.0
12005320,88,Weekday,15,0.8148809554321426,0.32071721701531797,0.6641269885003567,0.35238172676934365,2,21,21,1.0
12005320,89,Weekday,16,1.179880958405279,0.30857966561759176,1.0727777706370467,0.3399672454455032,2,21,21,1.0
12005320,90,Weekday,17,1.2419841349834488,0.28616604374847876,1.1535317523493653,0.30693171426015803,2,21,21,1.0
12005320,91,Weekday,18,1.1268254094535397,0.3526035727627436,1.0185714317042203,0.3864231509933389,2,21,21,1.0
12005320,92,Weekday,19,1.1771428579730647,0.29924042516284605,1.0921428613364697,0.3199654470706252,2,21,21,1.0
12005320,93,Weekday,20,0.9204365139206251,0.17284157540254338,0.8280158773774192,0.17593825859568898,2,21,21,1.0
12005320,94,Weekday,21,0.7283333382081418,0.18197011820701323,0.6180158735563358,0.18821502033070037,2,21,21,1.0
12005320,95,Weekday,22,0.5631746080304895,0.07514782865997048,0.4108333373885779,0.07238448604465109,2,21,21,1.0
12005320,96,Weekday,23,0.5351190517346064,0.04673007991212613,0.3612301649437064,0.03375629338245155,2,21,21,1.0
12005320,97,Saturday,0,0.5487499963492155,0.06145044398295036,0.35500000370666385,0.027830499866932486,2,4,4,1.0
12005320,98,Saturday,1,0.5443750033155084,0.0789173806336312,0.3506250032223761,0.04665860277715917,2,4,4,1.0
12005320,99,Saturday,2,0.5408333316445351,0.05454779698054237,0.3450000053271651,0.018091846240395847,2,4,4,1.0
