ProfileID_i,_id,daytype,hour,kw_mean,kw_std,month,total_hours_sum,valid_hours,valid_obs_ratio
1000176,88,Weekday,15,0.004996354166666666,0.00027336619095924824,2,11,0,0
1000176,89,Weekday,16,0.005251871178207696,0.0003312720413000688,2,11,0,0
1000176,90,Weekday,17,0.005410004987373738,0.00035481397093037743,2,11,0,0
1000176,91,Weekday,18,0.005219261742424242,0.00035759452472995993,2,11,0,0
1000176,92,Weekday,19,0.004623262247474746,0.00035046026443471986,2,11,0,0
1000176,93,Weekday,20,0.00507935366161616,0.00032555984311606655,2,11,0,0
1000176,94,Weekday,21,0.005481682260101011,0.00028083438784427535,2,11,0,0
1000176,95,Weekday,22,0.005830992045454545,0.0003251431666979089,2,11,0,0
1000176,96,Weekday,23,0.005841450063131314,0.00036355859627545294,2,11,0,0
1000176,97,Saturday,0,0.00633445601851852,0.0005608856935761152,2,3,0,0
1000176,98,Saturday,1,0.0063051252314814815,0.0006361090862990633,2,3,0,0
1000176,99,Saturday,2,0.00642431064814815,0.0005612972201573376,2,3,0,0
1000176,100,Saturday,3,0.006367558796296296,0.0006051751869139653,2,3,0,0
