ProfileID_i,_id,daytype,hour,kw_mean,kw_std,month,total_hours_sum,valid_hours,valid_obs_ratio
1,1,Weekday,0,0.30553409801288134,0.06097765697282605,1,22,22,1.0
1,2,Weekday,1,0.31912500702070523,0.07405935858190689,1,22,22,1.0
1,3,Weekday,2,0.33045076470031937,0.07254612857531526,1,22,22,1.0
1,4,Weekday,3,0.35127273198781633,0.08622704129797328,1,22,22,1.0
1,5,Weekday,4,0.37610227827321446,0.09767558062062821,1,22,22,1.0
1,6,Weekday,5,0.38925758142814537,0.0983377436050538,1,22,22,1.0
1,7,Weekday,6,0.3605947028687511,0.09319077155169889,1,22,22,1.0
1,8,Weekday,7,0.30527273524891313,0.07466495570752146,1,22,22,1.0
1,9,Weekday,8,0.2811401611634283,0.030462835038141095,1,22,22,1.0
1,10,Weekday,9,0.26815910044831837,0.017505782529438168,1,22,22,1.0
1,11,Weekday,10,0.28558334380726996,0.05552192859156698,1,22,22,1.0
1,12,Weekday,11,0.2697447065364464,0.01542042853861836,1,22,22,1.0
1,13,Weekday,12,0.2710341010818435,0.011403137480100354,1,22,22,1.0
1,14,Weekday,13,0.2704242519063487,0.016833334348449466,1,22,22,1.0
1,15,Weekday,14,0.27085985804484725,0.030266961872210157,1,22,22,1.0
1,16,Weekday,15,0.2895909192480831,0.06848061968987079,1,22,22,1.0
1,17,Weekday,16,0.2729507669851643,0.010084256896646696,1,22,22,1.0
1,18,Weekday,17,0.28993940199866514,0.055219207382151636,1,22,22,1.0
1,19,Weekday,18,0.2600568232188628,0.032786111810378445,1,22,22,1.0
1,20,Weekday,19,0.28253409543723823,0.08735671556613833,1,22,22,1.0
1,21,Weekday,20,0.2767840956761084,0.07433970269575432,1,22,22,1.0
1,22,Weekday,21,0.26432576420180787,0.01861953804985284,1,22,22,1.0
1,23,Weekday,22,0.2882840982102089,0.042165249897541265,1,22,22,1.0
1,24,Weekday,23,0.29865152170486575,0.05541355148414496,1,22,22,1.0
1,25,Saturday,0,0.32583333975945966,0.12771387392022543,1,4,4,1.0
1,26,Saturday,1,0.3680000052694236,0.09389710253920161,1,4,4,1.0
1,27,Saturday,2,0.3569791718075677,0.08941306352399862,1,4,4,1.0
1,28,Saturday,3,0.35937500342726736,0.08365541781728944,1,4,4,1.0
1,29,Saturday,4,0.3723125030845406,0.10062500146882908,1,4,4,1.0
1,30,Saturday,5,0.4235833417872594,0.17021323674576705,1,4,4,1.0
1,31,Saturday,6,0.47293750594059686,0.2341022148360798,1,4,4,1.0
1,32,Saturday,7,0.4576041735212014,0.21438910752670326,1,4,4,1.0
1,33,Saturday,8,0.40154167443513933,0.20185148062559152,1,4,4,1.0
1,34,Saturday,9,0.3852500084539262,0.21136120848450335,1,4,4,1.0
1,35,Saturday,10,0.4873125093678642,0.2579768554088974,1,4,4,1.0
1,36,Saturday,11,0.3727916744351394,0.20898698851457825,1,4,4,1.0
1,37,Saturday,12,0.3521875097105909,0.15623184735778706,1,4,4,1.0
1,38,Saturday,13,0.3330208419015018,0.1258047478621434,1,4,4,1.0
1,39,Saturday,14,0.2889375071972615,0.03766871305889607,1,4,4,1.0
1,40,Saturday,15,0.28606250651180803,0.03587034893896574,1,4,4,1.0
1,41,Saturday,16,0.28127084327240875,0.01695464837185464,1,4,4,1.0
1,42,Saturday,17,0.3378125079969572,0.0729068489281479,1,4,4,1.0
1,43,Saturday,18,0.27025000959634865,0.006639529678667656,1,4,4,1.0
1,44,Saturday,19,0.29852084167301723,0.05573458899115025,1,4,4,1.0
1,45,Saturday,20,0.28702083835999226,0.046749253056768594,1,4,4,1.0
1,46,Saturday,21,0.3497916746636237,0.12187046186996353,1,4,4,1.0
1,47,Saturday,22,0.3656041767199841,0.1128434972690488,1,4,4,1.0
1,48,Saturday,23,0.2961250016279521,0.18377025826360568,1,4,4,1.0
1,49,Sunday,0,0.3603333411018061,0.11390064591602726,1,5,5,1.0
1,50,Sunday,1,0.43891667694846837,0.17261709208043638,1,5,5,1.0
1,51,Sunday,2,0.3687666705052061,0.14516519934395364,1,5,5,1.0
1,52,Sunday,3,0.39560000475247736,0.09614524294303865,1,5,5,1.0
1,53,Sunday,4,0.42741666940848055,0.08040867983020887,1,5,5,1.0
1,54,Sunday,5,0.43240000301599524,0.10559598086172647,1,5,5,1.0
1,55,Sunday,6,0.3810333378116294,0.1348862222370356,1,5,5,1.0
1,56,Sunday,7,0.2802166720132038,0.03535198098058644,1,5,5,1.0
1,57,Sunday,8,0.26258334167301733,0.016818684694585192,1,5,5,1.0
1,58,Sunday,9,0.26680000877380455,0.009621592599107887,1,5,5,1.0
1,59,Sunday,10,0.2541500057578093,0.016465498148447808,1,5,5,1.0
1,60,Sunday,11,0.26450000822544173,0.012197594883600687,1,5,5,1.0
1,61,Sunday,12,0.27676667461792703,0.03389846178085096,1,5,5,1.0
1,62,Sunday,13,0.26795000904798594,0.011208816168919866,1,5,5,1.0
1,63,Sunday,14,0.26450000822544173,0.025714787872129694,1,5,5,1.0
1,64,Sunday,15,0.26795000904798594,0.01259762182612537,1,5,5,1.0
1,65,Sunday,16,0.3143333431581664,0.10409282503206103,1,5,5,1.0
1,66,Sunday,17,0.32851667621731817,0.12928339570885528,1,5,5,1.0
1,67,Sunday,18,0.3162500061690812,0.06620134065592162,1,5,5,1.0
1,68,Sunday,19,0.31586667662859036,0.0989026002008466,1,5,5,1.0
1,69,Sunday,20,0.2710166741609581,0.007120101890989669,1,5,5,1.0
1,70,Sunday,21,0.26641667489210846,0.01808180105697393,1,5,5,1.0
1,71,Sunday,22,0.2752333432038634,0.006857275360907549,1,5,5,1.0
1,72,Sunday,23,0.29746667406956423,0.032368405392409844,1,5,5,1.0
1,73,Weekday,0,0.5186500037871304,0.3214184707062825,2,20,20,1.0
1,74,Weekday,1,0.6566500053722413,0.46397062636401876,2,20,20,1.0
1,75,Weekday,2,0.650420839690914,0.4043515369665685,2,20,20,1.0
1,76,Weekday,3,0.5731791733584058,0.26918905276837307,2,20,20,1.0
1,77,Weekday,4,0.5933041731013611,0.3487055386210419,2,20,20,1.0
